ABGroupId,ConditionGroupId,CostItemType,DisplayGroupId,DisplayOrder,DisplayType,EffectGroupId,GameModeType,GroupId,GroupOrder,HasBonus,IsActivate,IsPurchasedOnce,IsVersionCheck,LayoutType,Name,Param1,ProductCategoryType,ProductNameType,ProductType,PurchaseCostGroupID,PurchaseGroupType,PurchaseLimitCount,PurchaseLimitType,PurchaseResetType,id,VersionKey,Param2
0,0,10005,5,1,4,1004001,1,40001,1,FALSE,TRUE,FALSE,FALSE,1,Money 1,Currency/Textures/TN_Money_01,0,0,2,4001,1,0,0,0,4001,,
0,0,10005,5,2,4,1004011,1,40002,1,FALSE,TRUE,FALSE,FALSE,1,Money 2,Currency/Textures/TN_Money_02,0,0,2,4002,1,0,0,0,4002,,
0,0,10005,5,3,4,1004021,1,40003,1,FALSE,TRUE,FALSE,FALSE,1,Money 3,Currency/Textures/TN_Money_03,0,0,2,4003,1,0,0,0,4003,,
0,901,10005,6,1,6,1005001,1,50001,1,FALSE,TRUE,FALSE,FALSE,1,Daily,Currency/Textures/TN_Gear_01,0,0,2,5001,1,3,1,0,5001,,
0,901,10005,6,2,6,1005011,1,50002,1,FALSE,TRUE,FALSE,FALSE,1,Weekly,Currency/Textures/TN_Gear_02,0,0,2,5002,1,2,2,0,5002,,
0,901,10005,6,3,6,1005021,1,50003,1,FALSE,TRUE,FALSE,FALSE,1,Monthly,Currency/Textures/TN_Gear_03,0,0,2,5003,1,1,2,0,5003,,
0,902,10005,7,1,7,1006001,1,60001,1,FALSE,TRUE,FALSE,FALSE,1,Daily,Currency/Textures/TN_RP_01,0,0,2,6001,1,3,1,0,6001,,
0,902,10005,7,2,7,1006011,1,60002,1,FALSE,TRUE,FALSE,FALSE,1,Weekly,Currency/Textures/TN_RP_02,0,0,2,6002,1,2,2,0,6002,,
0,902,10005,7,3,7,1006021,1,60003,1,FALSE,TRUE,FALSE,FALSE,1,Monthly,Currency/Textures/TN_RP_03,0,0,2,6003,1,1,2,0,6003,,
0,30001,10005,4,1,9,1008001,1,70001,1,FALSE,TRUE,FALSE,FALSE,1,Biz 1,Currency/Textures/TN_BP_01,0,0,2,7001,1,3,1,0,7001,,
0,30001,10005,4,2,9,1008011,1,70002,1,FALSE,TRUE,FALSE,FALSE,1,Biz 2,Currency/Textures/TN_BP_02,0,0,2,7002,1,2,2,0,7002,,
0,30001,10005,4,3,9,1008021,1,70003,1,FALSE,TRUE,FALSE,FALSE,1,Biz 3,Currency/Textures/TN_BP_03,0,0,2,7003,1,1,2,0,7003,,
0,0,-1,2,1,10,1009001,1,80001,1,FALSE,TRUE,FALSE,FALSE,1,Weekly,Currency/Textures/TN_AdTicket_01,1,19,1,0,1,1,2,0,8001,,Currency/Textures/TN_Jem_03
0,0,-1,2,2,11,1009011,1,80002,1,FALSE,TRUE,FALSE,FALSE,1,Weekly,Currency/Textures/TN_AdTicket_02,1,20,1,0,1,1,2,0,8002,,Currency/Textures/TN_Jem_04
0,0,-1,2,3,12,1009021,1,80003,1,FALSE,TRUE,FALSE,FALSE,1,Weekly,Currency/Textures/TN_AdTicket_03,1,21,1,0,1,1,2,0,8003,,Currency/Textures/TN_Jem_05
0,0,-1,2,4,13,1009031,1,80004,1,FALSE,TRUE,FALSE,FALSE,1,Weekly,Currency/Textures/TN_AdTicket_04,1,22,1,0,1,1,2,0,8004,,Currency/Textures/TN_Jem_06
0,20001,-1,1,1,16,1010001,1,90001,1,FALSE,TRUE,TRUE,FALSE,0,SecretaryPack,INAPPSHOP_SECRETARYPACK_DESC,2,23,1,0,2,0,0,0,9001,,
0,0,-1,1002,3,14,2000002,2,1000001,1,FALSE,TRUE,FALSE,FALSE,1,DynamitePack,Currency/Textures/Icn_Dynamite,0,0,3,0,1,5,4,1,100001,,
0,0,10005,1002,3,14,2000001,2,1000001,2,FALSE,TRUE,FALSE,FALSE,1,DynamitePack,Currency/Textures/Icn_Dynamite,0,0,2,100002,1,99999,4,1,100002,,
0,0,-1,1002,1,15,100001,2,1000011,1,FALSE,TRUE,FALSE,FALSE,1,Speed Buff,Currency/Textures/Icn_Speed,0,0,3,0,1,5,4,1,100011,,
0,0,10005,1002,1,15,100001,2,1000011,2,FALSE,TRUE,FALSE,FALSE,1,Speed Buff,Currency/Textures/Icn_Speed,0,0,2,100012,1,99999,4,1,100012,,
0,0,-1,1002,2,15,100002,2,1000021,1,FALSE,TRUE,FALSE,FALSE,1,Power Buff,Currency/Textures/Icn_Damage,0,0,3,0,1,5,4,1,100021,,
0,0,10005,1002,2,15,100002,2,1000021,2,FALSE,TRUE,FALSE,FALSE,1,Power Buff,Currency/Textures/Icn_Damage,0,0,2,100022,1,99999,4,1,100022,,
0,0,-1,1003,1,3,1002001,2,1000031,1,FALSE,TRUE,FALSE,FALSE,1,SkipIts 1,Currency/Textures/TN_AdTicket_01,1,7,1,0,1,0,0,0,100031,,
0,0,-1,1003,2,3,1002011,2,1000032,1,FALSE,TRUE,FALSE,FALSE,1,SkipIts 2,Currency/Textures/TN_AdTicket_02,1,8,1,0,1,0,0,0,100032,,
0,0,-1,1003,3,3,1002021,2,1000033,1,FALSE,TRUE,FALSE,FALSE,1,SkipIts 3,Currency/Textures/TN_AdTicket_03,1,9,1,0,1,0,0,0,100033,,
0,0,-1,1004,1,5,1000001,2,1000041,2,FALSE,TRUE,FALSE,FALSE,1,Gem 1,Currency/Textures/TN_Jem_01,1,1,1,0,1,0,0,0,100041,,
0,0,-1,1004,2,5,1000011,2,1000042,2,FALSE,TRUE,FALSE,FALSE,1,Gem 2,Currency/Textures/TN_Jem_02,1,2,1,0,1,0,0,0,100042,,
0,0,-1,1004,3,5,1000021,2,1000043,2,FALSE,TRUE,FALSE,FALSE,1,Gem 3,Currency/Textures/TN_Jem_03,1,3,1,0,1,0,0,0,100043,,
0,0,-1,1004,4,5,1000031,2,1000044,2,FALSE,TRUE,FALSE,FALSE,1,Gem 4,Currency/Textures/TN_Jem_04,1,4,1,0,1,0,0,0,100044,,
0,0,-1,1004,5,5,1000041,2,1000045,2,FALSE,TRUE,FALSE,FALSE,1,Gem 5,Currency/Textures/TN_Jem_05,1,5,1,0,1,0,0,0,100045,,
0,0,-1,1004,6,5,1000051,2,1000046,2,FALSE,TRUE,FALSE,FALSE,1,Gem 6,Currency/Textures/TN_Jem_06,1,6,1,0,1,0,0,0,100046,,
0,0,-1,1001,1,17,2001001,2,1000051,1,FALSE,TRUE,FALSE,FALSE,0,Special Kit,INAPPSHOP_DYNAMITEPACK_DESC,1,18,1,0,1,1,4,1,100051,,
